airline,source_city,destination_city,departure_time,arrival_time,stops,class,days_before_departure,duration_hours,fare_inr
Vistara,Delhi,Hyderabad,Evening (18-21),Night (21-00),1 stop,Business,49,3.2,12580
AirAsia India,Pune,Kolkata,Evening (18-21),Night (21-00),1 stop,Economy,46,3.5,6518
GoFirst,Jaipur,Goa,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,87,0.9,4589
AirAsia India,Mumbai,Ahmedabad,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,45,2.8,4489
Air India,Hyderabad,Pune,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,31,2.3,5777
GoFirst,Delhi,Ahmedabad,Evening (18-21),Evening (18-21),non-stop,Economy,17,1.2,5984
Air India,Mumbai,Goa,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,45,1.3,7111
SpiceJet,Pune,Chennai,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,64,1.2,5688
GoFirst,Bangalore,Delhi,Evening (18-21),Evening (18-21),non-stop,Economy,89,1.6,5318
SpiceJet,Jaipur,Kolkata,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,34,1.5,5259
Air India,Mumbai,Goa,Night (21-00),Early Morning (00-06),1 stop,Economy,70,2.8,6394
Air India,Goa,Jaipur,Evening (18-21),Night (21-00),1 stop,Economy,73,2.6,7009
IndiGo,Jaipur,Hyderabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,52,1.9,5610
Air India,Mumbai,Chennai,Morning (06-12),Morning (06-12),1 stop,Economy,8,2.6,7829
IndiGo,Chennai,Bangalore,Night (21-00),Night (21-00),non-stop,Business,13,0.8,5490
IndiGo,Hyderabad,Ahmedabad,Morning (06-12),Morning (06-12),1 stop,Business,40,2.6,9874
GoFirst,Pune,Goa,Morning (06-12),Morning (06-12),non-stop,Economy,2,1.4,7359
Vistara,Goa,Pune,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,84,1.3,7608
SpiceJet,Bangalore,Jaipur,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,55,2.6,6223
SpiceJet,Kolkata,Hyderabad,Afternoon (12-18),Evening (18-21),1 stop,Business,51,3.5,11087
Vistara,Bangalore,Delhi,Night (21-00),Early Morning (00-06),1 stop,Business,34,3.0,9665
Air India,Pune,Kolkata,Night (21-00),Early Morning (00-06),non-stop,Economy,46,2.4,8297
SpiceJet,Mumbai,Hyderabad,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,90,3.0,4787
AirAsia India,Ahmedabad,Bangalore,Evening (18-21),Evening (18-21),non-stop,Economy,71,1.5,5169
AirAsia India,Hyderabad,Bangalore,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,7,2.3,4707
AirAsia India,Pune,Ahmedabad,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,33,3.0,4176
IndiGo,Delhi,Hyderabad,Night (21-00),Early Morning (00-06),2+ stops,Business,47,5.0,8188
IndiGo,Ahmedabad,Hyderabad,Morning (06-12),Morning (06-12),non-stop,Business,79,1.4,10269
Air India,Hyderabad,Ahmedabad,Afternoon (12-18),Afternoon (12-18),1 stop,Business,88,2.9,9832
AirAsia India,Hyderabad,Delhi,Night (21-00),Early Morning (00-06),2+ stops,Economy,78,4.8,4012
AirAsia India,Pune,Ahmedabad,Night (21-00),Night (21-00),non-stop,Economy,54,0.9,4529
IndiGo,Ahmedabad,Hyderabad,Night (21-00),Night (21-00),non-stop,Economy,16,1.5,5484
SpiceJet,Delhi,Ahmedabad,Morning (06-12),Afternoon (12-18),2+ stops,Economy,6,4.6,5516
GoFirst,Hyderabad,Bangalore,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,42,2.2,4171
AirAsia India,Delhi,Bangalore,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,4,1.0,4971
SpiceJet,Delhi,Goa,Evening (18-21),Early Morning (00-06),2+ stops,Economy,34,5.7,6051
Air India,Kolkata,Delhi,Night (21-00),Early Morning (00-06),1 stop,Economy,81,3.4,6756
Air India,Goa,Pune,Morning (06-12),Morning (06-12),1 stop,Business,52,2.8,11782
Air India,Jaipur,Bangalore,Afternoon (12-18),Afternoon (12-18),non-stop,Business,27,2.6,16411
SpiceJet,Kolkata,Goa,Evening (18-21),Evening (18-21),non-stop,Economy,22,1.5,6109
IndiGo,Mumbai,Ahmedabad,Morning (06-12),Morning (06-12),non-stop,Economy,89,1.2,6157
IndiGo,Mumbai,Hyderabad,Morning (06-12),Morning (06-12),non-stop,Business,70,1.5,10303
Vistara,Kolkata,Jaipur,Morning (06-12),Morning (06-12),1 stop,Economy,74,2.9,7638
SpiceJet,Pune,Ahmedabad,Evening (18-21),Night (21-00),1 stop,Economy,34,2.7,4784
AirAsia India,Pune,Bangalore,Morning (06-12),Morning (06-12),non-stop,Economy,12,1.3,5686
Vistara,Delhi,Pune,Night (21-00),Early Morning (00-06),non-stop,Economy,6,1.9,8509
Air India,Pune,Delhi,Evening (18-21),Night (21-00),non-stop,Economy,57,2.0,8442
Air India,Delhi,Ahmedabad,Night (21-00),Night (21-00),non-stop,Economy,87,1.3,7048
IndiGo,Pune,Ahmedabad,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,43,2.9,5284
AirAsia India,Hyderabad,Pune,Morning (06-12),Morning (06-12),non-stop,Economy,21,0.8,4468
Air India,Bangalore,Hyderabad,Evening (18-21),Evening (18-21),1 stop,Economy,15,2.5,6469
AirAsia India,Mumbai,Bangalore,Evening (18-21),Night (21-00),1 stop,Economy,89,2.7,4943
Air India,Jaipur,Chennai,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,88,2.6,8558
IndiGo,Ahmedabad,Chennai,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,62,1.3,5107
IndiGo,Chennai,Mumbai,Morning (06-12),Morning (06-12),1 stop,Economy,55,2.8,5831
IndiGo,Mumbai,Chennai,Night (21-00),Early Morning (00-06),1 stop,Economy,14,2.8,5393
Air India,Hyderabad,Jaipur,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,27,1.4,7568
SpiceJet,Goa,Hyderabad,Morning (06-12),Morning (06-12),non-stop,Economy,49,1.3,5352
Air India,Delhi,Hyderabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,56,1.6,6553
Air India,Bangalore,Jaipur,Evening (18-21),Night (21-00),1 stop,Economy,46,4.4,8742
GoFirst,Kolkata,Delhi,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,16,2.2,5248
Vistara,Kolkata,Hyderabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,78,2.3,7407
GoFirst,Hyderabad,Bangalore,Evening (18-21),Evening (18-21),1 stop,Economy,2,2.1,4630
Vistara,Goa,Delhi,Night (21-00),Early Morning (00-06),1 stop,Economy,26,3.7,8443
Air India,Goa,Jaipur,Night (21-00),Early Morning (00-06),1 stop,Business,2,3.0,10965
SpiceJet,Pune,Jaipur,Morning (06-12),Morning (06-12),1 stop,Economy,83,3.2,5071
AirAsia India,Hyderabad,Pune,Morning (06-12),Morning (06-12),non-stop,Economy,51,0.8,4260
SpiceJet,Kolkata,Hyderabad,Afternoon (12-18),Evening (18-21),1 stop,Economy,7,3.6,6892
SpiceJet,Goa,Chennai,Night (21-00),Early Morning (00-06),1 stop,Economy,70,2.9,4070
Air India,Ahmedabad,Bangalore,Morning (06-12),Afternoon (12-18),2+ stops,Economy,34,4.4,6786
SpiceJet,Delhi,Ahmedabad,Evening (18-21),Evening (18-21),non-stop,Economy,85,1.5,5531
GoFirst,Bangalore,Mumbai,Evening (18-21),Night (21-00),1 stop,Economy,8,2.9,4982
IndiGo,Jaipur,Mumbai,Morning (06-12),Morning (06-12),non-stop,Economy,10,1.3,6658
Vistara,Goa,Kolkata,Morning (06-12),Morning (06-12),non-stop,Economy,50,1.1,8072
Air India,Kolkata,Pune,Night (21-00),Early Morning (00-06),1 stop,Economy,62,3.9,7180
Air India,Kolkata,Jaipur,Afternoon (12-18),Afternoon (12-18),non-stop,Business,70,1.2,10595
IndiGo,Mumbai,Jaipur,Evening (18-21),Evening (18-21),non-stop,Business,48,1.4,10597
IndiGo,Hyderabad,Goa,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,87,3.2,5158
Air India,Delhi,Kolkata,Morning (06-12),Morning (06-12),1 stop,Business,18,3.1,13424
GoFirst,Chennai,Ahmedabad,Evening (18-21),Night (21-00),2+ stops,Business,90,4.5,7582
IndiGo,Hyderabad,Bangalore,Morning (06-12),Morning (06-12),1 stop,Economy,23,2.2,4748
Vistara,Ahmedabad,Mumbai,Night (21-00),Night (21-00),non-stop,Economy,5,1.2,7622
SpiceJet,Goa,Mumbai,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,86,3.1,4836
Vistara,Pune,Jaipur,Evening (18-21),Night (21-00),1 stop,Economy,13,3.1,7650
GoFirst,Jaipur,Chennai,Morning (06-12),Morning (06-12),1 stop,Economy,7,4.4,9168
Vistara,Chennai,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,61,1.6,7053
GoFirst,Delhi,Ahmedabad,Night (21-00),Night (21-00),non-stop,Economy,61,1.3,5127
Vistara,Goa,Chennai,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,54,1.6,7224
SpiceJet,Chennai,Mumbai,Morning (06-12),Morning (06-12),1 stop,Business,58,3.0,9817
Vistara,Chennai,Delhi,Early Morning (00-06),Early Morning (00-06),1 stop,Business,74,2.8,8568
AirAsia India,Bangalore,Pune,Evening (18-21),Night (21-00),2+ stops,Economy,36,4.2,4408
Vistara,Chennai,Bangalore,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,35,2.4,6058
Air India,Jaipur,Hyderabad,Night (21-00),Early Morning (00-06),1 stop,Economy,79,3.3,6583
Vistara,Chennai,Mumbai,Morning (06-12),Morning (06-12),non-stop,Economy,17,1.3,8204
SpiceJet,Goa,Kolkata,Morning (06-12),Morning (06-12),1 stop,Economy,22,2.9,5495
Vistara,Pune,Ahmedabad,Morning (06-12),Afternoon (12-18),2+ stops,Economy,31,4.3,7645
SpiceJet,Mumbai,Ahmedabad,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,77,2.9,4632
AirAsia India,Hyderabad,Bangalore,Early Morning (00-06),Early Morning (00-06),non-stop,Business,49,0.9,5547
Air India,Pune,Kolkata,Night (21-00),Early Morning (00-06),non-stop,Business,16,2.0,13017
Air India,Chennai,Bangalore,Night (21-00),Night (21-00),non-stop,Economy,84,0.8,5838
IndiGo,Chennai,Hyderabad,Afternoon (12-18),Evening (18-21),2+ stops,Economy,10,3.5,4544
GoFirst,Goa,Kolkata,Afternoon (12-18),Evening (18-21),2+ stops,Economy,8,4.7,5248
IndiGo,Jaipur,Delhi,Night (21-00),Night (21-00),non-stop,Economy,52,0.8,4375
SpiceJet,Hyderabad,Mumbai,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,62,1.7,4108
Air India,Goa,Kolkata,Early Morning (00-06),Morning (06-12),2+ stops,Economy,21,4.6,6454
GoFirst,Ahmedabad,Chennai,Morning (06-12),Morning (06-12),non-stop,Business,19,1.5,10825
IndiGo,Ahmedabad,Bangalore,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,55,1.4,5266
AirAsia India,Bangalore,Kolkata,Night (21-00),Early Morning (00-06),non-stop,Economy,66,2.7,5999
AirAsia India,Goa,Hyderabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,63,1.6,4559
GoFirst,Pune,Mumbai,Night (21-00),Early Morning (00-06),2+ stops,Economy,39,3.0,3424
AirAsia India,Jaipur,Chennai,Evening (18-21),Night (21-00),1 stop,Economy,68,4.6,6340
Air India,Goa,Jaipur,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,88,3.0,6281
SpiceJet,Bangalore,Chennai,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,10,0.8,4201
Air India,Mumbai,Ahmedabad,Early Morning (00-06),Early Morning (00-06),1 stop,Business,54,3.0,8885
Vistara,Mumbai,Pune,Afternoon (12-18),Afternoon (12-18),non-stop,Business,72,0.8,6072
Vistara,Pune,Hyderabad,Early Morning (00-06),Early Morning (00-06),2+ stops,Economy,78,3.6,6262
Vistara,Kolkata,Ahmedabad,Evening (18-21),Night (21-00),1 stop,Economy,7,2.9,7481
GoFirst,Mumbai,Pune,Evening (18-21),Night (21-00),2+ stops,Economy,74,3.7,3589
IndiGo,Hyderabad,Ahmedabad,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,34,3.0,4714
Air India,Bangalore,Mumbai,Evening (18-21),Night (21-00),1 stop,Economy,32,2.8,6836
Air India,Bangalore,Hyderabad,Night (21-00),Night (21-00),non-stop,Economy,7,0.9,6218
Air India,Pune,Jaipur,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,74,1.4,6344
GoFirst,Ahmedabad,Kolkata,Evening (18-21),Night (21-00),2+ stops,Economy,68,4.2,4578
Vistara,Jaipur,Ahmedabad,Night (21-00),Night (21-00),1 stop,Business,27,2.2,8550
IndiGo,Bangalore,Delhi,Early Morning (00-06),Morning (06-12),2+ stops,Economy,66,4.7,4572
Air India,Kolkata,Ahmedabad,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,88,1.7,7455
Air India,Delhi,Goa,Night (21-00),Early Morning (00-06),non-stop,Economy,90,2.9,7997
Air India,Goa,Hyderabad,Morning (06-12),Morning (06-12),non-stop,Economy,71,1.5,7420
Vistara,Jaipur,Mumbai,Morning (06-12),Morning (06-12),non-stop,Economy,39,1.3,8295
AirAsia India,Kolkata,Mumbai,Evening (18-21),Evening (18-21),non-stop,Economy,72,1.8,5510
AirAsia India,Mumbai,Kolkata,Morning (06-12),Morning (06-12),1 stop,Economy,64,2.7,5165
Vistara,Mumbai,Ahmedabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,28,1.8,7108
SpiceJet,Chennai,Ahmedabad,Evening (18-21),Night (21-00),1 stop,Business,24,2.7,8746
GoFirst,Goa,Pune,Morning (06-12),Afternoon (12-18),2+ stops,Economy,69,4.5,5152
Air India,Bangalore,Goa,Night (21-00),Night (21-00),1 stop,Economy,39,2.4,5863
IndiGo,Kolkata,Delhi,Night (21-00),Night (21-00),non-stop,Economy,66,2.1,5880
SpiceJet,Bangalore,Ahmedabad,Early Morning (00-06),Morning (06-12),2+ stops,Economy,67,4.4,4464
AirAsia India,Goa,Chennai,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,61,1.4,4250
AirAsia India,Delhi,Hyderabad,Morning (06-12),Morning (06-12),1 stop,Economy,85,3.5,5862
Vistara,Goa,Ahmedabad,Night (21-00),Night (21-00),non-stop,Economy,1,1.6,8459
Air India,Kolkata,Pune,Morning (06-12),Morning (06-12),non-stop,Economy,46,2.3,9614
IndiGo,Chennai,Ahmedabad,Night (21-00),Night (21-00),non-stop,Economy,85,1.4,5364
IndiGo,Jaipur,Kolkata,Evening (18-21),Evening (18-21),non-stop,Economy,86,1.4,5927
GoFirst,Kolkata,Pune,Night (21-00),Early Morning (00-06),non-stop,Economy,88,2.3,5968
IndiGo,Ahmedabad,Pune,Night (21-00),Early Morning (00-06),1 stop,Economy,36,3.1,4785
Air India,Jaipur,Goa,Night (21-00),Early Morning (00-06),1 stop,Economy,42,3.0,6761
AirAsia India,Chennai,Mumbai,Morning (06-12),Morning (06-12),1 stop,Business,76,2.9,9399
Vistara,Delhi,Mumbai,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,3,1.8,8753
AirAsia India,Goa,Delhi,Morning (06-12),Morning (06-12),1 stop,Economy,80,4.3,6909
SpiceJet,Kolkata,Goa,Morning (06-12),Morning (06-12),1 stop,Economy,68,2.5,5099
Air India,Mumbai,Bangalore,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,59,1.1,6490
IndiGo,Goa,Delhi,Night (21-00),Early Morning (00-06),2+ stops,Economy,71,5.8,5387
GoFirst,Hyderabad,Delhi,Evening (18-21),Evening (18-21),non-stop,Economy,54,2.0,6145
Air India,Bangalore,Delhi,Night (21-00),Night (21-00),non-stop,Economy,53,1.3,6827
Vistara,Chennai,Mumbai,Morning (06-12),Morning (06-12),non-stop,Economy,66,1.7,8188
GoFirst,Kolkata,Chennai,Early Morning (00-06),Morning (06-12),2+ stops,Economy,73,4.6,4888
Air India,Hyderabad,Delhi,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,51,1.7,7744
SpiceJet,Chennai,Mumbai,Evening (18-21),Night (21-00),1 stop,Economy,12,3.1,5140
Air India,Goa,Delhi,Night (21-00),Early Morning (00-06),2+ stops,Economy,33,5.9,7415
AirAsia India,Jaipur,Mumbai,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,29,1.2,4758
Air India,Jaipur,Delhi,Evening (18-21),Night (21-00),2+ stops,Business,3,3.7,6452
AirAsia India,Goa,Mumbai,Morning (06-12),Morning (06-12),non-stop,Economy,89,1.8,5292
Vistara,Chennai,Jaipur,Evening (18-21),Night (21-00),1 stop,Economy,69,4.1,8586
AirAsia India,Mumbai,Hyderabad,Morning (06-12),Morning (06-12),non-stop,Economy,26,1.1,5370
Vistara,Jaipur,Bangalore,Night (21-00),Early Morning (00-06),2+ stops,Economy,87,5.6,7652
IndiGo,Mumbai,Bangalore,Night (21-00),Early Morning (00-06),1 stop,Economy,44,3.0,5012
IndiGo,Mumbai,Kolkata,Afternoon (12-18),Evening (18-21),2+ stops,Economy,24,4.7,5089
Air India,Delhi,Mumbai,Evening (18-21),Night (21-00),1 stop,Economy,90,3.6,7191
Vistara,Kolkata,Chennai,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,30,1.7,8482
IndiGo,Bangalore,Chennai,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,72,2.0,3927
Air India,Bangalore,Mumbai,Morning (06-12),Morning (06-12),1 stop,Economy,33,3.3,7293
Air India,Ahmedabad,Chennai,Morning (06-12),Morning (06-12),1 stop,Business,26,3.2,11775
Vistara,Delhi,Ahmedabad,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,30,3.0,6951
IndiGo,Goa,Delhi,Early Morning (00-06),Early Morning (00-06),1 stop,Business,46,4.5,10798
Vistara,Goa,Delhi,Night (21-00),Early Morning (00-06),non-stop,Business,6,2.9,17003
AirAsia India,Kolkata,Bangalore,Morning (06-12),Afternoon (12-18),2+ stops,Economy,10,5.5,7102
Vistara,Mumbai,Goa,Night (21-00),Early Morning (00-06),2+ stops,Business,35,4.3,9088
SpiceJet,Kolkata,Ahmedabad,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,73,3.0,4200
SpiceJet,Jaipur,Hyderabad,Night (21-00),Early Morning (00-06),2+ stops,Economy,29,4.5,4577
SpiceJet,Kolkata,Hyderabad,Afternoon (12-18),Evening (18-21),1 stop,Economy,35,3.5,6120
Air India,Jaipur,Delhi,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,38,0.8,5799
GoFirst,Bangalore,Goa,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,18,1.1,4057
IndiGo,Delhi,Kolkata,Afternoon (12-18),Evening (18-21),2+ stops,Economy,44,5.0,5640
SpiceJet,Ahmedabad,Hyderabad,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,46,3.0,5161
IndiGo,Chennai,Kolkata,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,31,3.8,6284
GoFirst,Bangalore,Ahmedabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,2,1.6,5648
GoFirst,Hyderabad,Kolkata,Night (21-00),Early Morning (00-06),1 stop,Economy,20,3.6,5941
Air India,Kolkata,Goa,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,5,3.0,6874
IndiGo,Jaipur,Bangalore,Afternoon (12-18),Evening (18-21),1 stop,Economy,22,4.3,7013
Vistara,Chennai,Jaipur,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,16,2.7,8276
GoFirst,Goa,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,88,1.4,4532
Air India,Pune,Mumbai,Night (21-00),Early Morning (00-06),2+ stops,Business,15,3.3,5284
AirAsia India,Jaipur,Ahmedabad,Morning (06-12),Morning (06-12),non-stop,Business,90,0.8,7587
GoFirst,Pune,Chennai,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,23,1.8,5084
AirAsia India,Hyderabad,Bangalore,Night (21-00),Night (21-00),1 stop,Economy,23,2.2,3864
Air India,Jaipur,Delhi,Night (21-00),Night (21-00),1 stop,Business,70,1.9,6361
Vistara,Jaipur,Hyderabad,Morning (06-12),Morning (06-12),non-stop,Business,16,1.7,14428
IndiGo,Pune,Bangalore,Morning (06-12),Morning (06-12),non-stop,Economy,35,1.3,5783
Vistara,Delhi,Goa,Afternoon (12-18),Evening (18-21),1 stop,Economy,53,4.2,9126
AirAsia India,Pune,Delhi,Early Morning (00-06),Morning (06-12),2+ stops,Business,47,5.1,8558
AirAsia India,Goa,Ahmedabad,Afternoon (12-18),Evening (18-21),2+ stops,Economy,17,4.3,4840
Air India,Ahmedabad,Kolkata,Afternoon (12-18),Afternoon (12-18),non-stop,Business,82,0.8,10392
Vistara,Kolkata,Pune,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,63,2.4,8748
Vistara,Pune,Bangalore,Evening (18-21),Night (21-00),1 stop,Economy,37,2.7,7419
Air India,Mumbai,Chennai,Evening (18-21),Evening (18-21),non-stop,Business,23,1.5,12435
Vistara,Ahmedabad,Mumbai,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,18,2.9,7134
AirAsia India,Goa,Bangalore,Early Morning (00-06),Early Morning (00-06),2+ stops,Economy,76,3.9,3428
Vistara,Pune,Goa,Night (21-00),Early Morning (00-06),1 stop,Business,48,2.9,9767
Vistara,Mumbai,Ahmedabad,Night (21-00),Early Morning (00-06),2+ stops,Economy,72,4.5,6643
GoFirst,Chennai,Mumbai,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,81,2.9,4763
AirAsia India,Bangalore,Chennai,Evening (18-21),Evening (18-21),non-stop,Economy,23,0.8,4658
AirAsia India,Delhi,Pune,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,88,2.2,6013
Air India,Ahmedabad,Kolkata,Early Morning (00-06),Morning (06-12),2+ stops,Economy,28,4.4,6624
Air India,Bangalore,Chennai,Night (21-00),Early Morning (00-06),2+ stops,Economy,78,3.4,5355
Air India,Kolkata,Chennai,Evening (18-21),Evening (18-21),non-stop,Economy,49,2.0,8173
Air India,Jaipur,Chennai,Morning (06-12),Morning (06-12),non-stop,Economy,39,2.6,10136
AirAsia India,Chennai,Mumbai,Evening (18-21),Evening (18-21),non-stop,Economy,25,1.6,5602
SpiceJet,Goa,Hyderabad,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,67,3.2,4689
AirAsia India,Mumbai,Hyderabad,Morning (06-12),Morning (06-12),1 stop,Economy,41,3.0,5275
Vistara,Jaipur,Bangalore,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,19,3.0,9854
AirAsia India,Delhi,Hyderabad,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,48,1.9,5717
SpiceJet,Ahmedabad,Mumbai,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,74,3.3,4619
GoFirst,Kolkata,Delhi,Evening (18-21),Night (21-00),1 stop,Economy,27,3.3,5653
AirAsia India,Ahmedabad,Chennai,Early Morning (00-06),Early Morning (00-06),non-stop,Business,9,1.4,7562
GoFirst,Kolkata,Hyderabad,Morning (06-12),Afternoon (12-18),2+ stops,Economy,55,4.9,6462
AirAsia India,Ahmedabad,Pune,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,8,2.5,4888
Air India,Delhi,Mumbai,Evening (18-21),Night (21-00),1 stop,Economy,33,3.5,7722
GoFirst,Goa,Chennai,Night (21-00),Night (21-00),non-stop,Economy,13,0.9,5267
AirAsia India,Ahmedabad,Goa,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,10,1.6,5230
GoFirst,Goa,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,30,1.3,4909
Vistara,Kolkata,Ahmedabad,Evening (18-21),Night (21-00),1 stop,Business,75,2.7,10481
SpiceJet,Pune,Ahmedabad,Afternoon (12-18),Afternoon (12-18),1 stop,Business,90,2.5,8371
GoFirst,Pune,Ahmedabad,Evening (18-21),Night (21-00),1 stop,Business,2,2.4,10696
Vistara,Ahmedabad,Delhi,Evening (18-21),Night (21-00),2+ stops,Economy,23,4.6,7226
Air India,Kolkata,Chennai,Night (21-00),Early Morning (00-06),1 stop,Economy,47,3.9,6924
SpiceJet,Pune,Chennai,Morning (06-12),Morning (06-12),non-stop,Economy,52,1.8,6556
Air India,Ahmedabad,Pune,Evening (18-21),Night (21-00),1 stop,Economy,20,2.9,6964
AirAsia India,Kolkata,Chennai,Night (21-00),Early Morning (00-06),2+ stops,Economy,44,4.8,4643
IndiGo,Pune,Goa,Morning (06-12),Morning (06-12),1 stop,Economy,43,2.8,5701
AirAsia India,Jaipur,Chennai,Morning (06-12),Morning (06-12),non-stop,Economy,90,2.8,7516
Air India,Ahmedabad,Goa,Evening (18-21),Evening (18-21),non-stop,Economy,20,1.4,7855
SpiceJet,Kolkata,Pune,Afternoon (12-18),Evening (18-21),1 stop,Economy,37,4.0,6415
IndiGo,Kolkata,Mumbai,Morning (06-12),Afternoon (12-18),2+ stops,Economy,62,4.9,5230
AirAsia India,Jaipur,Bangalore,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,44,2.9,7199
SpiceJet,Goa,Bangalore,Evening (18-21),Evening (18-21),1 stop,Business,59,2.1,6911
SpiceJet,Kolkata,Pune,Afternoon (12-18),Evening (18-21),1 stop,Economy,17,3.9,6202
GoFirst,Ahmedabad,Bangalore,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,83,2.9,4650
SpiceJet,Pune,Delhi,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,55,3.4,4897
IndiGo,Pune,Delhi,Night (21-00),Early Morning (00-06),non-stop,Economy,24,2.1,6056
IndiGo,Pune,Bangalore,Morning (06-12),Afternoon (12-18),2+ stops,Economy,12,4.3,5479
Air India,Pune,Goa,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,29,2.8,6997
GoFirst,Chennai,Delhi,Night (21-00),Night (21-00),non-stop,Business,8,1.5,9111
AirAsia India,Ahmedabad,Kolkata,Night (21-00),Night (21-00),non-stop,Business,83,1.6,7624
Air India,Bangalore,Chennai,Morning (06-12),Morning (06-12),2+ stops,Economy,61,3.5,5248
IndiGo,Delhi,Mumbai,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,11,2.1,6432
Vistara,Delhi,Chennai,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,17,2.7,7279
AirAsia India,Chennai,Hyderabad,Evening (18-21),Evening (18-21),1 stop,Economy,89,2.5,4591
IndiGo,Ahmedabad,Hyderabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,16,1.4,4932
SpiceJet,Jaipur,Bangalore,Early Morning (00-06),Morning (06-12),2+ stops,Business,74,5.5,10395
SpiceJet,Delhi,Kolkata,Morning (06-12),Morning (06-12),non-stop,Economy,78,1.7,6092
IndiGo,Bangalore,Delhi,Early Morning (00-06),Early Morning (00-06),1 stop,Business,64,2.9,7170
Air India,Goa,Kolkata,Evening (18-21),Night (21-00),2+ stops,Economy,23,4.5,6464
GoFirst,Kolkata,Delhi,Morning (06-12),Morning (06-12),1 stop,Economy,79,3.7,6082
AirAsia India,Kolkata,Pune,Afternoon (12-18),Evening (18-21),1 stop,Economy,36,3.8,6170
Vistara,Goa,Mumbai,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,13,3.4,7657
